,level_0,index,GaiaEDR3,RA_ICRS,DE_ICRS,Plx,Pwd,PM,pmRA,pmDE,Gmag,BPmag,RPmag,TeffH,e_TeffH,loggH,e_loggH,MassH,TeffHe,e_TeffHe,loggHe,e_loggHe,MassHe,Teffmix,e_Teffmix,loggmix,e_loggmix,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,SDSS12,umag,gmag,rmag,imag,zmag,recno,spectype,l,b
54,502,29021,3168613707469351808,112.18340533067,15.72280701289,6.4226,0.99895,70.991,-70.855,4.383,17.53459930419922,17.543800354003906,17.63010025024414,13433.09,548.39,8.02744,0.067162,0.625088,12990.33,480.47,7.970355,0.085972,0.568951,12884.02,501.11,7.963801,0.092395,155.281921,153.062988,157.812668,156.591858,153.996933,169.605225,J072844.06+154322.0,17.80299949645996,17.41900062561035,17.670000076293945,17.875999450683594,18.14699935913086,163679,DA,202.78149289144227,15.210219049429186
55,504,29062,871778030653142912,112.23334348168,25.95049446034,5.2379,0.999768,44.494,-3.41,-44.363,17.50279998779297,17.466800689697266,17.662399291992188,16247.54,1175.49,7.931721,0.128291,0.577005,16100.72,1413.89,7.98422,0.181504,0.582373,16025.93,1454.69,7.988713,0.185224,190.664185,186.429245,196.80304,192.128998,187.772644,197.758331,J072856.00+255702.4,17.554000854492188,17.325000762939453,17.649999618530273,17.91900062561035,18.201000213623047,163750,DA,192.94495576615677,19.261363646944833
56,508,29192,898473932456801024,112.35037416247,35.87322697891,11.9207,0.994727,59.354,-2.046,-59.319,17.391599655151367,17.422100067138672,17.28689956665039,10293.95,318.73,8.415972,0.072459,0.865104,10044.49,309.12,8.327249,0.072564,0.788847,9650.4,326.62,8.218881,0.089661,83.7964478,82.6300583,85.2179337,84.496521,83.0901184,178.905624,J072924.08+355224.5,17.60099983215332,17.382999420166016,17.45800018310547,17.554000854492188,17.70199966430664,163948,DC,182.97658637119505,22.71317929578049
57,511,29215,900182131145007104,112.37290742403,39.16946931631,13.4908,0.998791,127.125,-22.04,-125.2,15.861499786376953,15.859999656677246,15.906399726867676,12765.06,352.2,7.925263,0.031415,0.564861,12663.38,279.42,7.882587,0.043379,0.519533,12542.11,299.43,7.870998,0.04903,74.0230942,73.777565,74.317482,73.8998184,73.4885788,74.2595444,J072929.52+391011.6,16.16900062561035,15.746999740600586,15.96500015258789,16.21299934387207,16.461000442504883,163986,DA,179.55651964902933,23.70625037281409
58,513,29276,900239164015595520,112.42792798594,39.44333933493,1.3623,0.989835,6.284,2.992,-5.526,18.31920051574707,18.204999923706055,18.615400314331055,32175.41,11539.25,7.477989,0.765287,0.441924,39502.42,11564.37,7.581749,0.577327,0.490019,39515.03,13190.52,7.588156,0.601756,807.987915,649.326172,1058.08032,618.715393,536.899292,657.720093,J072942.69+392636.0,17.738000869750977,18.06999969482422,18.551000595092773,18.89900016784668,19.2450008392334,164080,DA,179.28272742533525,23.8246956824449
59,518,29354,973824873057731968,112.4963581631,45.85601041202,4.7157,0.999551,10.849,9.998,4.211,17.789899826049805,17.760400772094727,17.88319969177246,15066.51,865.95,7.852055,0.104491,0.531363,14961.46,860.64,7.881337,0.114406,0.523448,14859.83,844.0,7.882064,0.129382,212.322815,207.514679,216.700699,212.384567,206.548386,217.656647,J072959.11+455121.5,17.60300064086914,17.663999557495117,17.952999114990234,18.190000534057617,18.371999740600586,164195,DB,172.47815886498444,25.529408966901823
60,520,29363,872009447786700672,112.49934099458,27.27770014321,17.3319,0.995036,168.543,-141.523,-91.532,16.22480010986328,16.302099227905273,16.09160041809082,9419.75,115.98,8.019457,0.03383,0.610303,9227.92,117.21,7.93129,0.033429,0.538887,8794.6,114.94,7.795126,0.017615,57.597683,57.4049034,57.7693405,57.5611229,57.4061432,57.7260323,J072959.99+271640.9,16.673999786376953,16.277000427246094,16.29199981689453,16.358999252319336,16.507999420166016,164207,DA,191.72362483663693,19.964549447124703
61,525,29385,3168836530372480128,112.51531020783,16.66474874805,2.4882,0.998411,15.638,-1.232,-15.589,18.411100387573242,18.365699768066406,18.525400161743164,15691.18,2260.73,7.44143,0.246667,0.391952,15121.25,2211.6,7.469032,0.287274,0.397186,15027.79,2185.39,7.470107,0.287498,405.735626,373.971375,434.136353,371.059784,356.078613,386.689362,J073003.67+163953.1,18.464000701904297,18.224000930786133,18.54400062561035,18.82900047302246,19.07900047302246,164238,DA,202.02693637962466,15.888755473891603
62,529,29440,900688215732031104,112.57637118257,41.22208114848,7.6417,0.999363,104.993,-35.245,-98.9,16.752099990844727,16.694799423217773,16.783000946044922,13916.17,672.44,7.770889,0.071731,0.487226,13582.85,619.59,7.771948,0.067583,0.483437,13503.02,625.73,7.771653,0.070578,130.581818,129.609863,131.920227,130.331192,129.228394,131.587997,J073018.35+411320.3,17.007999420166016,16.624000549316406,16.902999877929688,17.15999984741211,17.385000228881836,164322,DA,177.4430696418998,24.42285606999531
63,548,29632,893633710472340992,112.73685432943,34.21530310221,12.0814,0.992096,69.622,37.163,-58.874,17.963899612426758,18.156999588012695,17.63559913635254,7109.97,189.47,7.985385,0.085041,0.583355,6980.93,187.92,7.918313,0.09169,0.526435,6754.97,155.67,7.797899,0.065853,82.6753159,81.889946,83.4132233,83.2485352,82.0436859,149.122757,J073056.79+341256.0,18.700000762939453,18.18199920654297,18.011999130249023,17.957000732421875,17.98200035095215,164618,DA,184.78995793615348,22.49780226323139
64,558,29795,898706444806421632,112.87222306933,37.24586339097,8.5255,0.994742,18.414,-7.642,16.753,17.97450065612793,18.036699295043945,17.93429946899414,10822.76,556.7,8.419727,0.112241,0.86848,10479.6,563.08,8.309996,0.116847,0.777962,10132.9,637.43,8.223512,0.151444,117.72731,115.01207,120.027115,120.023994,117.369141,126.130272,J073129.33+371444.9,18.347999572753906,17.93899917602539,18.055999755859375,18.242000579833984,18.458999633789062,164856,DA,181.69008870347275,23.52555045625129
65,567,29871,3168552684573300736,112.93460569257,16.07221887459,6.9138,0.996909,42.726,34.244,-25.551,17.371999740600586,17.36319923400879,17.415000915527344,12971.49,776.29,7.9824,0.082719,0.597755,12872.51,644.36,7.947362,0.110403,0.55566,12765.18,678.75,7.939746,0.120539,144.428741,141.917908,147.075012,143.928635,141.52446,146.380508,J073144.28+160420.2,17.663000106811523,17.256999969482422,17.48200035095215,17.65399932861328,17.990999221801758,164970,DA,202.7606095268669,16.01249301675234
66,569,29875,866850569292962688,112.93793518024,23.89792581238,13.4345,0.997863,64.842,4.186,-64.707,16.143199920654297,16.159700393676758,16.14620018005371,11779.36,222.83,8.024564,0.031667,0.619651,11772.7,231.4,7.951287,0.038898,0.555855,11537.98,269.68,7.910626,0.049763,74.2311478,73.9898682,74.4422989,74.3096848,74.0783386,74.567749,J073145.09+235353.4,16.48900032043457,16.062000274658203,16.26799964904785,16.41900062561035,16.683000564575195,164975,DA,195.2140639401874,19.093793384091892
67,572,29913,924718725255957504,112.9725544636,41.61354029161,9.2526,0.993396,16.593,16.579,0.691,18.478099822998047,18.609100341796875,18.262100219726562,8228.16,473.77,8.290868,0.146611,0.778994,8039.51,444.83,8.224163,0.149706,0.717861,7706.14,406.64,8.077489,0.151994,107.619118,105.905365,109.270126,108.939377,106.890663,162.862137,J073153.39+413648.7,18.923999786376953,18.60099983215332,18.541000366210938,18.591999053955078,18.732999801635742,165029,DC,177.114297544549,24.81295033499243
68,578,30015,872428494859607680,113.07085043483,27.77811582425,4.1018,0.997825,23.965,-4.255,-23.585,18.67650032043457,18.675500869750977,18.758499145507812,13297.69,2398.34,8.115342,0.27101,0.6778,12515.73,1796.34,8.005165,0.321187,0.588308,12379.19,1947.21,7.990317,0.359117,245.887039,231.268005,262.641541,252.488785,241.040863,270.642578,J073217.01+274641.5,18.57699966430664,18.586999893188477,18.802000045776367,19.016000747680664,19.113000869750977,165194,DB,191.41705030215047,20.616148296997224
69,594,30115,924755185235078144,113.15774725151,42.08174354404,11.1325,0.998907,20.443,-20.403,-1.28,16.515499114990234,16.464799880981445,16.660200119018555,17512.32,574.62,8.434231,0.043542,0.887479,17258.96,818.64,8.493601,0.070375,0.905352,17194.59,834.13,8.497681,0.070782,89.7563553,89.0580139,90.4754562,90.3090515,89.4181519,91.0378571,J073237.87+420454.3,16.525999069213867,16.344999313354492,16.68400001525879,16.891000747680664,17.22599983215332,165351,DA,176.65484485690519,25.067279716986974
70,603,30153,865542219174831104,113.19906639533,21.56294618585,3.8579,0.998907,15.372,3.767,-14.903,18.471599578857422,18.476600646972656,18.57509994506836,13358.37,1160.65,7.881253,0.16495,0.54233,12808.58,996.66,7.804084,0.173805,0.478926,12695.82,1053.13,7.794897,0.18818,260.406708,248.203094,271.72818,255.039398,244.085846,268.781311,J073247.77+213346.8,18.58300018310547,18.28700065612793,18.593000411987305,18.86400032043457,19.238000869750977,165414,DA,197.5919393081009,18.42977897694474
71,607,30193,868490666979943936,113.23752737391,25.23270746513,5.0609,0.999767,15.486,-1.204,-15.439,17.38949966430664,17.328399658203125,17.567899703979492,17824.8,1271.88,7.914383,0.110316,0.571295,17556.94,1731.15,7.983524,0.168029,0.584384,17496.81,1766.52,7.988097,0.168939,197.846664,194.135818,200.917694,197.560257,194.460419,200.722076,J073257.01+251357.9,17.291000366210938,17.110000610351562,17.54800033569336,17.81800079345703,18.10099983215332,165475,DA,194.00586619418206,19.84098847280718
72,616,30328,872350738771452800,113.37843923938,27.33326628375,2.9895,0.993877,58.53,42.444,-40.302,18.87310028076172,18.831899642944336,18.831100463867188,12906.5,2511.15,7.719522,0.334327,0.465259,12616.15,2095.64,7.701031,0.385893,0.458773,12511.62,2257.39,7.693026,0.431215,343.54129,317.082123,381.326141,299.796204,285.460419,313.937347,J073330.78+272000.3,19.047000885009766,18.70800018310547,18.964000701904297,19.209999084472656,19.41200065612793,165701,DA,191.96475181618487,20.71431802147692
73,622,30385,899434463238910720,113.42838973363,39.17108124719,9.927,0.995206,89.767,-31.131,-84.196,17.82659912109375,17.88360023498535,17.6968994140625,9737.14,405.84,8.334407,0.10008,0.810607,9510.52,404.17,8.251242,0.097739,0.737758,9095.88,406.09,8.116231,0.116973,100.476387,99.4484177,101.494919,101.571228,99.6827087,195.54364,J073342.85+391017.2,18.0939998626709,17.858999252319336,17.878000259399414,17.957000732421875,18.104000091552734,165790,DC,179.8057240512099,24.492278253635646
74,627,30414,973495981641886848,113.45299525081,44.62593580293,8.705,0.991874,12.732,7.341,-10.402,18.263599395751953,18.38920021057129,18.072399139404297,8584.8,441.71,8.160579,0.145015,0.695242,8392.81,428.29,8.089451,0.149006,0.631737,8022.63,389.25,7.925854,0.137369,114.630318,112.686623,116.711998,115.565559,113.50531,119.423935,J073348.71+443733.5,18.783000946044922,18.374000549316406,18.308000564575195,18.361000061035156,18.408000946044922,165832,DA,173.9801134167764,25.897584496578602
75,632,30469,879678678828411904,113.50865600367,30.25157273482,6.5407,0.999597,50.482,-41.003,-29.448,16.408000946044922,16.30970001220703,16.62820053100586,23197.59,982.72,7.964573,0.06359,0.611438,27568.83,1368.98,8.095633,0.053764,0.665711,27600.99,1378.76,8.102704,0.053874,152.401031,151.190155,153.803696,152.522202,151.310379,153.713699,J073402.12+301506.1,16.082000732421875,16.17300033569336,16.597999572753906,16.910999298095703,17.27199935913086,165929,DA,189.06662744221796,21.826194830472545
76,643,30677,899118555508569472,113.72017952188,38.05046687413,7.8068,0.989837,18.373,-17.871,4.268,18.77790069580078,18.937000274658203,18.463499069213867,7330.79,465.54,7.967742,0.207517,0.573641,7201.2,454.03,7.902643,0.194198,0.51805,6927.61,361.84,7.782198,0.186208,128.163513,125.034592,131.33316,128.432404,124.400719,133.430466,J073452.86+380301.6,19.327999114990234,18.91200065612793,18.836000442504883,18.781999588012695,18.886999130249023,166266,DA,181.05780164007422,24.39979260704391
77,650,30763,872136162206017792,113.79666189563,26.95230020377,2.6445,0.99787,12.049,7.057,-9.765,17.466100692749023,17.334999084472656,17.741899490356445,30803.93,3957.19,7.770651,0.224563,0.53925,38012.56,5026.27,7.888249,0.206355,0.612154,37954.49,4986.22,7.893771,0.205858,384.665588,368.138031,402.862549,383.187988,373.829163,395.562683,J073511.19+265708.4,16.95199966430664,17.21299934387207,17.702999114990234,18.038000106811523,18.475000381469727,166397,DA,192.48671267182013,20.927906966586118
78,662,30831,925478595166141056,113.86803861655,44.66416472849,3.7133,0.996944,31.51,-17.595,-26.14,18.73310089111328,18.765899658203125,18.808300018310547,13084.98,1880.16,7.958714,0.235349,0.584473,12665.98,1517.86,7.886344,0.267225,0.521564,12540.19,1623.75,7.874145,0.294624,273.694122,256.937958,292.03714,274.911865,262.636688,291.214386,J073528.35+443951.3,18.937000274658203,18.60700035095215,18.878000259399414,19.107999801635742,19.3439998626709,166505,DA,174.01451574694292,26.19373234382208
79,702,31036,865705462292686592,114.05145911428,22.49370465618,7.2928,0.998068,3.074,-0.577,3.019,17.755199432373047,17.74250030517578,17.8262996673584,14169.81,939.87,8.402758,0.078478,0.86262,13555.19,808.5,8.355605,0.103735,0.811635,13457.06,814.21,8.353559,0.107427,136.539261,134.960327,139.041992,137.788498,135.698441,139.773621,J073612.34+222937.3,17.916000366210938,17.628000259399414,17.882999420166016,18.118000030517578,18.375999450683594,166826,DA,197.00031150880736,19.514969793308012
80,705,31057,3168905043690276992,114.06738391385,16.38239126323,4.3191,0.994236,49.979,-43.955,23.786,16.48419952392578,16.432199478149414,16.58289909362793,14733.62,676.67,6.926828,0.067266,0.257818,15413.26,675.39,7.062728,0.081566,0.286199,15317.93,674.69,7.064243,0.081881,230.982605,228.012024,233.517563,230.678604,226.887695,234.230347,J073616.20+162256.3,16.492000579833984,16.30500030517578,16.636999130249023,16.88800048828125,17.132999420166016,166859,DA,202.92926433479172,17.131890774401644
81,707,31065,865729484045918976,114.07948209988,22.56070110726,3.3786,0.999424,32.165,-5.886,-31.621,17.725000381469727,17.638999938964844,17.929399490356445,21768.43,2034.48,7.791716,0.150453,0.519329,24784.73,4560.55,7.91466,0.15456,0.560289,24809.58,4547.73,7.921742,0.155099,296.676392,288.019257,307.654816,300.922485,293.106537,309.839447,J073619.07+223338.9,17.514999389648438,17.506000518798828,17.906999588012695,18.209999084472656,18.507999420166016,166879,DA,196.9447997968831,19.564180607748785
82,711,31145,872548307267509120,114.15745229492,28.22316543488,3.6952,0.95873,74.886,-36.97,-65.124,18.816200256347656,18.972400665283203,18.767099380493164,9512.68,773.17,7.518423,0.269547,0.387972,9272.69,815.44,7.441992,0.259588,0.361516,8835.2,822.04,7.282801,0.290173,272.626038,255.751495,292.723572,242.766541,230.410126,268.093201,J073637.82+281324.2,19.27899932861328,18.802000045776367,18.867000579833984,18.969999313354492,19.167999267578125,167001,DA,191.32774364106254,21.67046238786986
83,725,31251,975704316386219392,114.262017371,47.63024225149,2.237,0.98613,20.684,-9.255,-18.498,17.765199661254883,17.748199462890625,17.81999969482422,14862.52,1024.29,6.756609,0.140492,0.226622,15459.22,970.18,6.893432,0.142232,0.253401,15360.73,970.74,6.894587,0.143064,443.704376,422.621582,464.844086,451.151154,434.592834,469.422546,J073702.89+473749.1,17.680999755859375,17.645000457763672,17.902000427246094,18.113000869750977,18.302000045776367,167160,DA,170.8379869925322,27.094647264480386
84,728,31281,924428973878531968,114.28342090427,41.20745758492,16.6271,0.997951,69.338,26.189,-64.202,15.808899879455566,15.81879997253418,15.793899536132812,11610.29,244.34,8.087975,0.034577,0.657435,11662.23,264.97,8.022457,0.041776,0.597076,11407.78,306.3,7.977264,0.054409,60.028183,59.8920441,60.1769562,60.0687218,59.9297791,60.1930923,J073707.99+411227.4,16.195999145507812,15.756999969482422,15.890000343322754,16.086000442504883,16.319000244140625,167207,DA,177.82695796986133,25.6590453870399
85,734,31329,1096004052543654912,114.33172651708,67.15715608032,4.5586,0.99894,31.955,-31.394,-5.959,18.161399841308594,18.143199920654297,18.22130012512207,13534.86,628.75,7.940252,0.094734,0.575172,13125.56,572.65,7.890529,0.115794,0.52475,13029.76,592.67,7.886189,0.122219,220.018494,214.034561,225.113098,221.744217,215.462448,231.410904,J073719.67+670925.8,18.445999145507812,18.058000564575195,18.267000198364258,18.507999420166016,18.797000885009766,167280,DA,148.78951229675494,29.270907667594024
86,735,31343,1095996454742729088,114.34390971011,67.03829796618,2.1615,0.999292,10.195,8.773,5.194,18.793699264526367,18.707799911499023,19.061399459838867,30165.76,4878.36,8.248475,0.322689,0.793497,37619.7,6702.82,8.35616,0.282903,0.870762,37571.21,6586.31,8.3615,0.28115,468.451996,422.73111,517.791748,436.008087,419.143799,450.815826,J073722.51+670217.8,18.601999282836914,18.625,18.979999542236328,19.264999389648438,19.551000595092773,167302,DA,148.92584052317716,29.27369884646176
87,740,31399,3165833214360606208,114.4049370745,15.69194129637,10.0116,0.99913,43.144,-25.107,-35.086,16.57670021057129,16.5310001373291,16.644500732421875,14506.19,578.76,8.118012,0.056901,0.681916,13706.66,510.26,8.057817,0.070386,0.621598,13619.37,511.42,8.057382,0.072276,99.7633896,98.9996719,100.499435,99.5764084,98.9833908,100.279755,J073737.20+154131.3,16.386999130249023,16.43899917602539,16.72100067138672,16.95599937438965,17.211000442504883,167401,DB,203.72743733301823,17.14649408912569
88,749,31448,673024502020175744,114.45051307413,20.30992096943,2.459,0.998866,9.006,-2.531,8.643,18.704599380493164,18.527299880981445,18.93630027770996,27924.92,6490.0,8.298404,0.422777,0.816559,34186.85,9560.39,8.409607,0.373508,0.898081,34269.79,9544.8,8.416642,0.373321,426.726227,391.01532,468.485687,517.308105,495.408905,535.990845,J073748.12+201835.5,18.39900016784668,18.465999603271484,18.849000930786133,19.148000717163086,19.452999114990234,167482,DA,199.2887463629345,19.02460409578001
89,767,31547,872231785357596032,114.531433931,27.23840943573,3.1718,0.999318,22.266,-3.798,-21.939,18.545000076293945,18.516199111938477,18.655399322509766,15208.51,3101.05,7.792071,0.317834,0.501233,14857.02,3003.18,7.795294,0.388316,0.478921,14760.18,2936.42,7.796384,0.385912,318.033722,303.336609,338.624542,309.265594,299.997894,321.557892,J073807.54+271418.5,18.506999969482422,18.351999282836914,18.670000076293945,18.969999313354492,19.21500015258789,167635,DA,192.44508922231913,21.64081533859518
